Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Nathan Tella,23,Southampton,Midfielder,England,21,2,1,1,0,2,0,0,0,0,0,2,1,50%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,7,1,1,0.5,1,1,0,0,0,0,4,2,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Winks,8,Tottenham-Hotspur,Midfielder,England,24,96,58,23,2,0.02,1,1,0,0,0,32,6,19%,1,1,0.01,0,0,0,88,65%,0,8,73,64,24,0,394,230,237,51,0.53,33,33,0,0,2,0.02,4198,43.73,3,0.03,54,17%,11,199,2.07,0,0,0,0,0,0,0,0,0,0,14,0,59,2
Erik Lamela,11,Tottenham-Hotspur,Midfielder,Argentina,28,155,81,36,16,0.1,2,1,12,0,0,203,69,34%,8,16,0.1,0,0,0,247,74%,0,72,103,32,17,0,546,633,869,192,1.24,38,124,0,0,23,0.15,4019,25.93,28,0.18,374,27%,36,90,0.58,0,0,0,0,0,0,0,0,0,0,26,0,213,28
Eric Dier,15,Tottenham-Hotspur,Midfielder,England,26,176,102,36,10,0.06,4,5,1,0,0,114,27,24%,2,6,0.03,0,0,0,286,73%,0,32,257,530,316,0,729,822,703,53,0.3,418,305,0,6,8,0.05,9661,54.89,11,0.06,121,18%,16,648,3.68,0,0,0,0,0,0,0,0,0,0,33,0,164,6
Moussa Sissoko,17,Tottenham-Hotspur,Midfielder,France,31,235,110,83,14,0.06,1,12,1,0,0,216,69,32%,3,18,0.08,0,0,0,280,78%,0,54,163,176,104,0,1273,1069,1390,386,1.64,240,332,0,1,24,0.1,8466,36.03,34,0.14,459,22%,60,257,1.09,0,0,0,0,0,0,0,0,0,0,36,2,276,24
Ryan Sessegnon,19,Tottenham-Hotspur,Midfielder,England,20,41,10,25,2,0.05,0,1,1,0,0,29,11,38%,1,9,0.22,0,0,0,29,62%,0,6,22,48,19,0,156,113,177,36,0.88,24,45,0,0,6,0.15,846,20.63,6,0.15,79,18%,5,18,0.44,0,0,0,0,0,0,0,0,0,0,0,0,24,17
Dele Alli,20,Tottenham-Hotspur,Midfielder,England,24,157,90,34,50,0.32,9,31,10,2,0,319,128,40%,7,37,0.24,0,0,0,237,65%,0,82,127,99,57,0,750,817,1078,183,1.17,121,184,0,1,33,0.21,5517,35.14,44,0.28,76,12%,67,167,1.06,0,0,0,0,0,0,0,0,0,0,24,0,178,31
Tanguy Ndombele,28,Tottenham-Hotspur,Midfielder,France,23,23,6,10,2,0.09,0,1,1,0,0,9,4,44%,0,0,0,0,0,0,24,67%,0,3,14,8,3,0,83,102,72,40,1.74,8,9,0,0,2,0.09,672,29.22,1,0.04,13,15%,4,19,0.83,0,0,0,0,0,0,0,0,0,0,4,0,15,0
Gedson Fernandes,30,Tottenham-Hotspur,Midfielder,Portugal,21,7,3,1,0,7,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,2,2%,0,1,1,0,0,0,7,6,9,2,0.29,0,1,0,0,0,0,39,5.57,0,0,7,29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile Højbjerg,5,Tottenham-Hotspur,Midfielder,Denmark,25,111,34,49,4,0.04,0,3,1,0,0,143,40,28%,4,8,0.07,0,0,0,245,65%,0,34,177,131,68,0,939,639,605,100,0.9,153,115,0,2,4,0.04,5860,52.79,4,0.04,89,31%,20,315,2.84,0,0,0,0,0,0,0,0,0,0,21,2,149,2
Harvey White,48,Tottenham-Hotspur,Midfielder,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovani Lo Celso,18,Tottenham-Hotspur,Midfielder,Argentina,24,29,11,8,0,29,0,0,0,0,0,19,3,16%,0,1,0.03,0,0,0,51,57%,0,7,9,17,8,0,124,140,151,33,1.14,9,22,0,0,2,0.07,995,34.31,1,0.03,57,21%,8,44,1.52,0,0,0,0,0,0,0,0,0,0,7,0,30,0
Jake Livermore,8,West-Bromwich-Albion,Midfielder,England,30,180,52,87,7,0.04,0,6,1,0,0,129,32,25%,7,1,0.01,0,0,0,363,70%,0,41,227,164,62,0,903,633,665,81,0.45,108,140,0,0,9,0.05,6813,37.85,11,0.06,56,18%,20,482,2.68,0,0,0,0,0,0,0,0,0,0,30,1,199,3
Matt Phillips,10,West-Bromwich-Albion,Midfielder,Scotland,29,110,28,55,10,0.09,2,6,2,0,0,150,39,26%,2,8,0.07,0,0,0,100,65%,0,40,70,83,32,0,408,435,648,175,1.59,114,171,0,0,22,0.2,1831,16.65,23,0.21,536,23%,9,60,0.55,0,0,0,0,0,0,0,0,0,0,6,0,57,20
Kamil Grosicki,13,West-Bromwich-Albion,Midfielder,Poland,32,15,4,7,0,15,0,0,0,0,0,24,7,29%,1,1,0.07,0,0,0,4,100%,0,4,8,6,3,0,36,21,59,13,0.87,1,11,0,0,4,0.27,251,16.73,5,0.33,84,20%,0,1,0.07,0,0,0,0,0,0,0,0,0,0,1,0,12,6
Rekeem Harper,16,West-Bromwich-Albion,Midfielder,England,20,2,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,100%,0,0,1,0,0,0,2,2,2,1,0.5,0,0,0,0,0,0,18,9,0,0,0,0%,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Romaine Sawyers,19,West-Bromwich-Albion,Midfielder,Saint Kitts And Nevis,28,2,0,2,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,2,2%,0,0,2,1,1,0,9,6,9,0,0,2,0,0,0,0,0,63,31.5,0,0,0,0%,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sam Field,28,West-Bromwich-Albion,Midfielder,England,22,20,5,9,1,0.05,0,0,1,0,0,6,1,17%,0,0,0,0,0,0,21,86%,0,4,15,9,7,0,56,47,55,4,0.2,12,14,0,0,0,0,275,13.75,0,0,15,20%,0,17,0.85,0,0,0,0,0,0,0,0,0,0,5,0,16,0
Kyle Edwards,21,West-Bromwich-Albion,Midfielder,England,22,2,0,2,0,2,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady Diangana,11,West-Bromwich-Albion,Midfielder,England,22,19,7,10,1,0.05,0,0,1,0,0,13,5,38%,0,0,0,0,0,0,23,48%,0,3,4,5,3,0,49,72,85,25,1.32,9,22,0,0,1,0.05,298,15.68,3,0.16,14,29%,0,4,0.21,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Conor Gallagher,18,West-Bromwich-Albion,Midfielder,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felipe Anderson,8,West-Ham-United,Midfielder,Brazil,27,63,20,32,10,0.16,0,7,3,0,0,81,33,41%,3,5,0.08,0,0,0,136,60%,0,25,63,22,8,0,339,366,387,139,2.21,16,45,0,0,8,0.13,2567,40.75,14,0.22,155,28%,27,127,2.02,0,0,0,0,0,0,0,0,0,0,4,0,44,7
Manuel Lanzini,10,West-Ham-United,Midfielder,Argentina,27,122,39,49,20,0.16,1,15,4,2,1,195,61,31%,2,11,0.09,0,0,0,123,67%,0,56,118,30,7,0,682,533,513,256,2.1,20,61,0,1,13,0.11,5096,41.77,18,0.15,257,25%,24,136,1.11,0,0,0,0,0,0,0,0,0,0,19,0,50,20
Robert Snodgrass,11,West-Ham-United,Midfielder,Scotland,33,160,43,78,26,0.16,2,1,23,2,6,250,88,35%,7,16,0.1,0,0,0,265,72%,0,78,106,105,36,0,623,864,1119,154,0.96,158,271,0,0,23,0.14,4715,29.47,35,0.22,1090,27%,36,135,0.84,0,0,0,0,0,0,0,0,0,0,30,0,199,27
Mark Noble,16,West-Ham-United,Midfielder,England,33,383,130,158,46,0.12,0,44,2,27,2,332,114,34%,7,3,0.01,0,0,0,860,70%,0,91,566,264,71,0,2330,1607,1534,243,0.63,99,131,0,3,35,0.09,17862,46.64,35,0.09,958,32%,105,1484,3.87,0,0,0,0,0,0,0,0,0,0,81,5,380,27
Pablo Fornals,18,West-Ham-United,Midfielder,Spain,24,38,10,19,2,0.05,0,2,0,0,0,37,11,30%,1,2,0.05,0,0,0,47,60%,0,10,26,8,3,0,160,92,158,17,0.45,10,49,0,0,5,0.13,893,23.5,4,0.11,63,16%,6,41,1.08,0,0,0,0,0,0,0,0,0,0,3,0,19,7
Jack Wilshere,19,West-Ham-United,Midfielder,England,28,182,87,52,8,0.04,1,2,5,0,0,140,50,36%,10,12,0.07,0,0,0,217,74%,0,43,153,53,12,0,915,926,793,339,1.86,59,60,0,1,18,0.1,7494,41.18,32,0.18,239,18%,156,364,2,0,0,0,0,0,0,0,0,0,0,36,2,169,10
Declan Rice,41,West-Ham-United,Midfielder,England,21,101,33,44,3,0.03,1,2,0,0,0,59,14,24%,3,3,0.03,0,0,0,254,57%,0,15,160,180,83,0,681,489,362,79,0.78,141,115,0,1,3,0.03,3942,39.03,2,0.02,39,31%,4,275,2.72,0,0,0,0,0,0,0,0,0,0,11,0,64,3
Josh Cullen,33,West-Ham-United,Midfielder,Ireland,24,3,2,0,0,3,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1.33,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry,54,West-Ham-United,Midfielder,Ireland,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Neves,8,Wolverhampton-Wanderers,Midfielder,Portugal,23,75,30,23,6,0.08,0,6,0,2,2,137,26,19%,2,0,0,0,0,0,139,47%,0,55,131,77,30,0,601,263,290,33,0.44,60,62,0,0,5,0.07,4024,53.65,7,0.09,61,21%,19,440,5.87,0,0,0,0,0,0,0,0,0,0,17,0,66,0
Daniel Podence,10,Wolverhampton-Wanderers,Midfielder,Portugal,24,11,5,2,1,0.09,1,0,0,0,0,12,3,25%,0,0,0,0,0,0,7,57%,0,4,2,1,0,0,17,28,30,10,0.91,0,11,0,0,2,0.18,143,13,4,0.36,9,44%,2,6,0.55,0,0,0,0,0,0,0,0,0,0,0,0,6,3
Romain Saiss,27,Wolverhampton-Wanderers,Midfielder,Morocco,30,54,24,16,5,0.09,3,1,1,0,0,38,15,39%,1,6,0.11,0,0,0,97,68%,0,6,87,187,101,0,276,326,225,13,0.24,186,106,0,0,1,0.02,2453,45.43,4,0.07,18,17%,1,208,3.85,0,0,0,0,0,0,0,0,0,0,17,1,72,2
João Moutinho,28,Wolverhampton-Wanderers,Midfielder,Portugal,34,78,32,23,2,0.03,0,1,1,0,1,40,9,23%,1,0,0,0,0,0,210,52%,0,10,91,59,20,0,530,340,405,28,0.36,43,70,0,0,14,0.18,3778,48.44,16,0.21,422,31%,10,281,3.6,0,0,0,0,0,0,0,0,0,0,11,0,95,3
Leander Dendoncker,32,Wolverhampton-Wanderers,Midfielder,Belgium,25,59,26,15,6,0.1,1,3,2,0,0,37,15,41%,2,8,0.14,0,0,0,124,47%,0,6,61,92,61,0,246,328,271,28,0.47,158,138,0,1,0,0,1966,33.32,2,0.03,16,31%,0,81,1.37,0,0,0,0,0,0,0,0,0,0,6,0,43,1
Vitinha,20,Wolverhampton-Wanderers,Midfielder,Portugal,20,1,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meritan Shabani,57,Wolverhampton-Wanderers,Midfielder,Germany,21,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
